14.9541,9.95317,4.4864,0.986504,0.0200381,1.35989e-05,0,
14.8403,9.84035,4.37589,0.921932,0.0153393,0,0,
14.9035,9.90879,4.58781,1.37256,0.121593,0.00224103,0,
14.6711,9.67246,4.4028,1.26203,0.0891895,0.000898198,0,
14.6927,9.84162,5.13175,2.31889,0.66696,0.118913,0.0116101,
14.0399,9.23104,4.63533,1.96817,0.477277,0.0627199,0.00359524,
14.5712,10.0585,5.79731,3.17399,1.36097,0.465563,0.126201,
13.307,8.90426,4.86154,2.47458,0.906047,0.24252,0.0446541,
14.516,10.2491,6.25997,3.82,1.93565,0.842302,0.31162,
12.8209,8.68994,5.01132,2.78777,1.22126,0.422927,0.110224,
14.4962,10.4594,6.67341,4.30721,2.39446,1.18536,0.517321,
12.4169,8.59181,5.09842,2.99584,1.41941,0.556634,0.180771,
14.5061,10.6805,7.07233,4.74155,2.76582,1.51984,0.750715,
12.0892,8.35669,5.14051,3.1396,1.58183,0.678751,0.23997,
14.5815,10.8505,7.38225,5.057,3.15617,1.82888,0.962096,
11.7908,8.24582,5.14442,3.18165,1.65308,0.764196,0.303244,
